subjid,location,gender,age,set,condition,gameid,ha,p_ha,la,lotshapea,lotnuma,hb,p_hb,lb,lotshapeb,lotnumb,amb,corr,order,trial,button,b,payoff,forgone,rt,apay,bpay,feedback,block,id,location_rehovot,gender_female,set_1,set_2,set_3,set_4,set_5,set_6,experiment_1,button_r,shape_a_symm,shape_b_symm,shape_a_rskew,shape_b_rskew,shape_a_lskew,shape_b_lskew
61006,Technion,M,23,6,ByProb,175,-4,1.0,-4,-,1,-2,0.8,-25,Symm,9,0,0,18,4,L,0,-4,1,400,-4,1,0,1,1104,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
61006,Technion,M,23,6,ByProb,175,-4,1.0,-4,-,1,-2,0.8,-25,Symm,9,0,0,18,5,L,0,-4,-4,379,-4,-4,0,1,1105,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
61006,Technion,M,23,6,ByProb,175,-4,1.0,-4,-,1,-2,0.8,-25,Symm,9,0,0,18,6,L,0,-4,-2,377,-4,-2,1,2,1106,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
61006,Technion,M,23,6,ByProb,175,-4,1.0,-4,-,1,-2,0.8,-25,Symm,9,0,0,18,7,L,0,-4,-25,419,-4,-25,1,2,1107,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
61006,Technion,M,23,6,ByProb,175,-4,1.0,-4,-,1,-2,0.8,-25,Symm,9,0,0,18,8,L,0,-4,0,386,-4,0,1,2,1108,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
61006,Technion,M,23,6,ByProb,175,-4,1.0,-4,-,1,-2,0.8,-25,Symm,9,0,0,18,9,L,0,-4,-25,550,-4,-25,1,2,1109,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
61006,Technion,M,23,6,ByProb,175,-4,1.0,-4,-,1,-2,0.8,-25,Symm,9,0,0,18,10,R,1,-1,-4,23586,-4,-1,1,2,1110,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
61006,Technion,M,23,6,ByProb,175,-4,1.0,-4,-,1,-2,0.8,-25,Symm,9,0,0,18,11,R,1,-2,-4,528,-4,-2,1,3,1111,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
61006,Technion,M,23,6,ByProb,175,-4,1.0,-4,-,1,-2,0.8,-25,Symm,9,0,0,18,12,R,1,-25,-4,437,-4,-25,1,3,1112,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
61006,Technion,M,23,6,ByProb,175,-4,1.0,-4,-,1,-2,0.8,-25,Symm,9,0,0,18,13,R,1,0,-4,478,-4,0,1,3,1113,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
61006,Technion,M,23,6,ByProb,175,-4,1.0,-4,-,1,-2,0.8,-25,Symm,9,0,0,18,14,R,1,-25,-4,575,-4,-25,1,3,1114,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
61006,Technion,M,23,6,ByProb,175,-4,1.0,-4,-,1,-2,0.8,-25,Symm,9,0,0,18,15,R,1,-3,-4,450,-4,-3,1,3,1115,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
61006,Technion,M,23,6,ByProb,175,-4,1.0,-4,-,1,-2,0.8,-25,Symm,9,0,0,18,16,R,1,-5,-4,409,-4,-5,1,4,1116,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
61006,Technion,M,23,6,ByProb,175,-4,1.0,-4,-,1,-2,0.8,-25,Symm,9,0,0,18,17,R,1,-3,-4,403,-4,-3,1,4,1117,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
61006,Technion,M,23,6,ByProb,175,-4,1.0,-4,-,1,-2,0.8,-25,Symm,9,0,0,18,18,R,1,-2,-4,492,-4,-2,1,4,1118,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
61006,Technion,M,23,6,ByProb,175,-4,1.0,-4,-,1,-2,0.8,-25,Symm,9,0,0,18,19,R,1,-1,-4,574,-4,-1,1,4,1119,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
61006,Technion,M,23,6,ByProb,175,-4,1.0,-4,-,1,-2,0.8,-25,Symm,9,0,0,18,20,R,1,-4,-4,418,-4,-4,1,4,1120,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
61006,Technion,M,23,6,ByProb,175,-4,1.0,-4,-,1,-2,0.8,-25,Symm,9,0,0,18,21,R,1,1,-4,393,-4,1,1,5,1121,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
61006,Technion,M,23,6,ByProb,175,-4,1.0,-4,-,1,-2,0.8,-25,Symm,9,0,0,18,22,R,1,-2,-4,530,-4,-2,1,5,1122,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
61006,Technion,M,23,6,ByProb,175,-4,1.0,-4,-,1,-2,0.8,-25,Symm,9,0,0,18,23,R,1,-25,-4,462,-4,-25,1,5,1123,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
61006,Technion,M,23,6,ByProb,175,-4,1.0,-4,-,1,-2,0.8,-25,Symm,9,0,0,18,24,R,1,1,-4,399,-4,1,1,5,1124,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
61006,Technion,M,23,6,ByProb,175,-4,1.0,-4,-,1,-2,0.8,-25,Symm,9,0,0,18,25,R,1,-1,-4,437,-4,-1,1,5,1125,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
61009,Technion,M,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,12,1,L,0,39,15,28971,39,15,0,1,1126,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
61009,Technion,M,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,12,2,L,0,40,15,743,40,15,0,1,1127,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
61009,Technion,M,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,12,3,L,0,6,15,983,6,15,0,1,1128,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
61009,Technion,M,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,12,4,L,0,6,15,806,6,15,0,1,1129,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
61009,Technion,M,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,12,5,L,0,39,15,1186,39,15,0,1,1130,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
61009,Technion,M,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,12,6,L,0,41,15,1340,41,15,1,2,1131,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
61009,Technion,M,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,12,7,L,0,6,15,1131,6,15,1,2,1132,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
61009,Technion,M,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,12,8,L,0,6,15,1164,6,15,1,2,1133,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
61009,Technion,M,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,12,9,L,0,40,15,674,40,15,1,2,1134,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
61009,Technion,M,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,12,10,L,0,40,15,710,40,15,1,2,1135,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
61009,Technion,M,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,12,11,L,0,6,15,524,6,15,1,3,1136,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
61009,Technion,M,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,12,12,L,0,6,15,1110,6,15,1,3,1137,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
61009,Technion,M,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,12,13,L,0,39,15,575,39,15,1,3,1138,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
61009,Technion,M,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,12,14,L,0,6,15,834,6,15,1,3,1139,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
61009,Technion,M,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,12,15,L,0,6,15,666,6,15,1,3,1140,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
61009,Technion,M,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,12,16,L,0,6,15,875,6,15,1,4,1141,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
61009,Technion,M,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,12,17,L,0,38,15,985,38,15,1,4,1142,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
61009,Technion,M,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,12,18,L,0,40,15,1040,40,15,1,4,1143,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
61009,Technion,M,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,12,19,L,0,6,15,769,6,15,1,4,1144,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
61009,Technion,M,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,12,20,L,0,6,15,792,6,15,1,4,1145,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
61009,Technion,M,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,12,21,L,0,40,15,645,40,15,1,5,1146,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
61009,Technion,M,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,12,22,L,0,6,15,763,6,15,1,5,1147,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
61009,Technion,M,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,12,23,L,0,38,15,812,38,15,1,5,1148,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
61009,Technion,M,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,12,24,L,0,37,15,1471,37,15,1,5,1149,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
61009,Technion,M,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,12,25,L,0,6,15,656,6,15,1,5,1150,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
61009,Technion,M,23,6,ByProb,160,60,0.1,19,-,1,34,0.8,23,-,1,0,-1,5,1,L,1,23,60,44318,60,23,0,1,1151,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
61009,Technion,M,23,6,ByProb,160,60,0.1,19,-,1,34,0.8,23,-,1,0,-1,5,2,L,1,23,60,3833,60,23,0,1,1152,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
61009,Technion,M,23,6,ByProb,160,60,0.1,19,-,1,34,0.8,23,-,1,0,-1,5,3,R,0,60,23,10714,60,23,0,1,1153,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
61009,Technion,M,23,6,ByProb,160,60,0.1,19,-,1,34,0.8,23,-,1,0,-1,5,4,R,0,19,23,1272,19,23,0,1,1154,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
61009,Technion,M,23,6,ByProb,160,60,0.1,19,-,1,34,0.8,23,-,1,0,-1,5,5,R,0,19,34,916,19,34,0,1,1155,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
61009,Technion,M,23,6,ByProb,160,60,0.1,19,-,1,34,0.8,23,-,1,0,-1,5,6,R,0,19,34,1266,19,34,1,2,1156,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
61009,Technion,M,23,6,ByProb,160,60,0.1,19,-,1,34,0.8,23,-,1,0,-1,5,7,R,0,60,23,1285,60,23,1,2,1157,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
61009,Technion,M,23,6,ByProb,160,60,0.1,19,-,1,34,0.8,23,-,1,0,-1,5,8,R,0,19,34,1191,19,34,1,2,1158,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
61009,Technion,M,23,6,ByProb,160,60,0.1,19,-,1,34,0.8,23,-,1,0,-1,5,9,R,0,60,23,786,60,23,1,2,1159,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
61009,Technion,M,23,6,ByProb,160,60,0.1,19,-,1,34,0.8,23,-,1,0,-1,5,10,R,0,19,34,793,19,34,1,2,1160,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
61009,Technion,M,23,6,ByProb,160,60,0.1,19,-,1,34,0.8,23,-,1,0,-1,5,11,R,0,19,34,721,19,34,1,3,1161,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
61009,Technion,M,23,6,ByProb,160,60,0.1,19,-,1,34,0.8,23,-,1,0,-1,5,12,R,0,19,34,639,19,34,1,3,1162,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
61009,Technion,M,23,6,ByProb,160,60,0.1,19,-,1,34,0.8,23,-,1,0,-1,5,13,R,0,19,34,951,19,34,1,3,1163,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
61009,Technion,M,23,6,ByProb,160,60,0.1,19,-,1,34,0.8,23,-,1,0,-1,5,14,R,0,60,23,1837,60,23,1,3,1164,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
61009,Technion,M,23,6,ByProb,160,60,0.1,19,-,1,34,0.8,23,-,1,0,-1,5,15,R,0,19,34,1305,19,34,1,3,1165,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
61009,Technion,M,23,6,ByProb,160,60,0.1,19,-,1,34,0.8,23,-,1,0,-1,5,16,R,0,19,23,775,19,23,1,4,1166,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
61009,Technion,M,23,6,ByProb,160,60,0.1,19,-,1,34,0.8,23,-,1,0,-1,5,17,R,0,19,34,688,19,34,1,4,1167,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
61009,Technion,M,23,6,ByProb,160,60,0.1,19,-,1,34,0.8,23,-,1,0,-1,5,18,R,0,19,34,605,19,34,1,4,1168,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
61009,Technion,M,23,6,ByProb,160,60,0.1,19,-,1,34,0.8,23,-,1,0,-1,5,19,R,0,19,34,1714,19,34,1,4,1169,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
61009,Technion,M,23,6,ByProb,160,60,0.1,19,-,1,34,0.8,23,-,1,0,-1,5,20,R,0,19,34,1110,19,34,1,4,1170,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
61009,Technion,M,23,6,ByProb,160,60,0.1,19,-,1,34,0.8,23,-,1,0,-1,5,21,R,0,19,34,781,19,34,1,5,1171,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
61009,Technion,M,23,6,ByProb,160,60,0.1,19,-,1,34,0.8,23,-,1,0,-1,5,22,R,0,19,23,1559,19,23,1,5,1172,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
61009,Technion,M,23,6,ByProb,160,60,0.1,19,-,1,34,0.8,23,-,1,0,-1,5,23,R,0,19,34,1066,19,34,1,5,1173,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
61009,Technion,M,23,6,ByProb,160,60,0.1,19,-,1,34,0.8,23,-,1,0,-1,5,24,R,0,19,34,715,19,34,1,5,1174,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
61009,Technion,M,23,6,ByProb,160,60,0.1,19,-,1,34,0.8,23,-,1,0,-1,5,25,R,0,19,34,876,19,34,1,5,1175,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
61009,Technion,M,23,6,ByProb,164,1,0.5,1,-,1,40,0.01,-4,-,1,0,0,15,1,L,0,1,-4,15340,1,-4,0,1,1176,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
61009,Technion,M,23,6,ByProb,164,1,0.5,1,-,1,40,0.01,-4,-,1,0,0,15,2,L,0,1,-4,635,1,-4,0,1,1177,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
61009,Technion,M,23,6,ByProb,164,1,0.5,1,-,1,40,0.01,-4,-,1,0,0,15,3,L,0,1,-4,594,1,-4,0,1,1178,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
61009,Technion,M,23,6,ByProb,164,1,0.5,1,-,1,40,0.01,-4,-,1,0,0,15,4,L,0,1,-4,550,1,-4,0,1,1179,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
61009,Technion,M,23,6,ByProb,164,1,0.5,1,-,1,40,0.01,-4,-,1,0,0,15,5,L,0,1,-4,602,1,-4,0,1,1180,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
61009,Technion,M,23,6,ByProb,164,1,0.5,1,-,1,40,0.01,-4,-,1,0,0,15,6,L,0,1,-4,627,1,-4,1,2,1181,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
61009,Technion,M,23,6,ByProb,164,1,0.5,1,-,1,40,0.01,-4,-,1,0,0,15,7,L,0,1,-4,752,1,-4,1,2,1182,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
61009,Technion,M,23,6,ByProb,164,1,0.5,1,-,1,40,0.01,-4,-,1,0,0,15,8,L,0,1,-4,1024,1,-4,1,2,1183,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
61009,Technion,M,23,6,ByProb,164,1,0.5,1,-,1,40,0.01,-4,-,1,0,0,15,9,L,0,1,-4,600,1,-4,1,2,1184,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
61009,Technion,M,23,6,ByProb,164,1,0.5,1,-,1,40,0.01,-4,-,1,0,0,15,10,L,0,1,-4,959,1,-4,1,2,1185,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
61009,Technion,M,23,6,ByProb,164,1,0.5,1,-,1,40,0.01,-4,-,1,0,0,15,11,L,0,1,-4,768,1,-4,1,3,1186,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
61009,Technion,M,23,6,ByProb,164,1,0.5,1,-,1,40,0.01,-4,-,1,0,0,15,12,L,0,1,-4,767,1,-4,1,3,1187,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
61009,Technion,M,23,6,ByProb,164,1,0.5,1,-,1,40,0.01,-4,-,1,0,0,15,13,L,0,1,-4,625,1,-4,1,3,1188,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
61009,Technion,M,23,6,ByProb,164,1,0.5,1,-,1,40,0.01,-4,-,1,0,0,15,14,L,0,1,-4,470,1,-4,1,3,1189,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
61009,Technion,M,23,6,ByProb,164,1,0.5,1,-,1,40,0.01,-4,-,1,0,0,15,15,L,0,1,-4,690,1,-4,1,3,1190,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
61009,Technion,M,23,6,ByProb,164,1,0.5,1,-,1,40,0.01,-4,-,1,0,0,15,16,L,0,1,-4,769,1,-4,1,4,1191,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
61009,Technion,M,23,6,ByProb,164,1,0.5,1,-,1,40,0.01,-4,-,1,0,0,15,17,L,0,1,-4,1904,1,-4,1,4,1192,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
61009,Technion,M,23,6,ByProb,164,1,0.5,1,-,1,40,0.01,-4,-,1,0,0,15,18,L,0,1,-4,684,1,-4,1,4,1193,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
61009,Technion,M,23,6,ByProb,164,1,0.5,1,-,1,40,0.01,-4,-,1,0,0,15,19,L,0,1,-4,1117,1,-4,1,4,1194,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
61009,Technion,M,23,6,ByProb,164,1,0.5,1,-,1,40,0.01,-4,-,1,0,0,15,20,L,0,1,-4,654,1,-4,1,4,1195,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
61009,Technion,M,23,6,ByProb,164,1,0.5,1,-,1,40,0.01,-4,-,1,0,0,15,21,L,0,1,-4,655,1,-4,1,5,1196,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
61009,Technion,M,23,6,ByProb,164,1,0.5,1,-,1,40,0.01,-4,-,1,0,0,15,22,L,0,1,-4,605,1,-4,1,5,1197,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
61009,Technion,M,23,6,ByProb,164,1,0.5,1,-,1,40,0.01,-4,-,1,0,0,15,23,L,0,1,-4,667,1,-4,1,5,1198,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
61009,Technion,M,23,6,ByProb,164,1,0.5,1,-,1,40,0.01,-4,-,1,0,0,15,24,L,0,1,-4,647,1,-4,1,5,1199,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
61009,Technion,M,23,6,ByProb,164,1,0.5,1,-,1,40,0.01,-4,-,1,0,0,15,25,L,0,1,-4,979,1,-4,1,5,1200,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
61009,Technion,M,23,6,ByProb,169,58,0.1,0,-,1,26,0.2,8,R-skew,3,1,-1,9,1,R,1,8,58,8211,58,8,0,1,1201,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
61009,Technion,M,23,6,ByProb,169,58,0.1,0,-,1,26,0.2,8,R-skew,3,1,-1,9,2,R,1,8,58,826,58,8,0,1,1202,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
61009,Technion,M,23,6,ByProb,169,58,0.1,0,-,1,26,0.2,8,R-skew,3,1,-1,9,3,R,1,8,0,850,0,8,0,1,1203,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
61009,Technion,M,23,6,ByProb,169,58,0.1,0,-,1,26,0.2,8,R-skew,3,1,-1,9,4,R,1,26,0,566,0,26,0,1,1204,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
61009,Technion,M,23,6,ByProb,169,58,0.1,0,-,1,26,0.2,8,R-skew,3,1,-1,9,5,R,1,8,0,839,0,8,0,1,1205,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
61009,Technion,M,23,6,ByProb,169,58,0.1,0,-,1,26,0.2,8,R-skew,3,1,-1,9,6,R,1,8,58,601,58,8,1,2,1206,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
61009,Technion,M,23,6,ByProb,169,58,0.1,0,-,1,26,0.2,8,R-skew,3,1,-1,9,7,R,1,8,0,591,0,8,1,2,1207,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
61009,Technion,M,23,6,ByProb,169,58,0.1,0,-,1,26,0.2,8,R-skew,3,1,-1,9,8,R,1,8,0,711,0,8,1,2,1208,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
61009,Technion,M,23,6,ByProb,169,58,0.1,0,-,1,26,0.2,8,R-skew,3,1,-1,9,9,R,1,8,0,702,0,8,1,2,1209,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
61009,Technion,M,23,6,ByProb,169,58,0.1,0,-,1,26,0.2,8,R-skew,3,1,-1,9,10,R,1,8,0,852,0,8,1,2,1210,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
61009,Technion,M,23,6,ByProb,169,58,0.1,0,-,1,26,0.2,8,R-skew,3,1,-1,9,11,R,1,8,0,616,0,8,1,3,1211,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
61009,Technion,M,23,6,ByProb,169,58,0.1,0,-,1,26,0.2,8,R-skew,3,1,-1,9,12,R,1,8,0,702,0,8,1,3,1212,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
61009,Technion,M,23,6,ByProb,169,58,0.1,0,-,1,26,0.2,8,R-skew,3,1,-1,9,13,R,1,8,0,747,0,8,1,3,1213,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
61009,Technion,M,23,6,ByProb,169,58,0.1,0,-,1,26,0.2,8,R-skew,3,1,-1,9,14,R,1,8,0,763,0,8,1,3,1214,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
61009,Technion,M,23,6,ByProb,169,58,0.1,0,-,1,26,0.2,8,R-skew,3,1,-1,9,15,R,1,30,0,565,0,30,1,3,1215,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
61009,Technion,M,23,6,ByProb,169,58,0.1,0,-,1,26,0.2,8,R-skew,3,1,-1,9,16,R,1,8,0,610,0,8,1,4,1216,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
61009,Technion,M,23,6,ByProb,169,58,0.1,0,-,1,26,0.2,8,R-skew,3,1,-1,9,17,R,1,8,0,639,0,8,1,4,1217,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
61009,Technion,M,23,6,ByProb,169,58,0.1,0,-,1,26,0.2,8,R-skew,3,1,-1,9,18,R,1,8,0,655,0,8,1,4,1218,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
61009,Technion,M,23,6,ByProb,169,58,0.1,0,-,1,26,0.2,8,R-skew,3,1,-1,9,19,R,1,8,0,612,0,8,1,4,1219,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
61009,Technion,M,23,6,ByProb,169,58,0.1,0,-,1,26,0.2,8,R-skew,3,1,-1,9,20,R,1,8,0,816,0,8,1,4,1220,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
61009,Technion,M,23,6,ByProb,169,58,0.1,0,-,1,26,0.2,8,R-skew,3,1,-1,9,21,R,1,8,0,764,0,8,1,5,1221,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
61009,Technion,M,23,6,ByProb,169,58,0.1,0,-,1,26,0.2,8,R-skew,3,1,-1,9,22,R,1,8,58,498,58,8,1,5,1222,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
61009,Technion,M,23,6,ByProb,169,58,0.1,0,-,1,26,0.2,8,R-skew,3,1,-1,9,23,R,1,8,0,682,0,8,1,5,1223,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
61009,Technion,M,23,6,ByProb,169,58,0.1,0,-,1,26,0.2,8,R-skew,3,1,-1,9,24,R,1,8,0,520,0,8,1,5,1224,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
61009,Technion,M,23,6,ByProb,169,58,0.1,0,-,1,26,0.2,8,R-skew,3,1,-1,9,25,R,1,8,0,537,0,8,1,5,1225,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
61009,Technion,M,23,6,ByProb,179,36,0.8,-18,Symm,5,52,0.25,21,L-skew,3,0,0,1,1,L,1,52,35,16085,35,52,0,1,1226,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
61009,Technion,M,23,6,ByProb,179,36,0.8,-18,Symm,5,52,0.25,21,L-skew,3,0,0,1,2,R,0,35,21,4540,35,21,0,1,1227,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
61009,Technion,M,23,6,ByProb,179,36,0.8,-18,Symm,5,52,0.25,21,L-skew,3,0,0,1,3,L,1,54,37,9487,37,54,0,1,1228,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
61009,Technion,M,23,6,ByProb,179,36,0.8,-18,Symm,5,52,0.25,21,L-skew,3,0,0,1,4,L,1,48,36,1067,36,48,0,1,1229,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
